SupplierId,RecentMonth,RecentTimeStamp_timestampInUTC_timestampInUTC,RecentTimeStamp_timestampInUTC_originalTimezone,DerivativeName,DerivativeRegion,ProductionLine,T1Color,T2Color,T3Color,Result
b152884eda4108bd39db73db0aa197bf,2022-02,2022-02-28T11:01:17Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,-,-,Green
364c340d6e4b214fe9c7e2197f1891db,2022-09,2022-09-28T07:00:46Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Green,-,Green
703a7ad4bca755a636273b1ec5a9d259,2022-03,2022-03-31T11:01:17Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
5f5e8e3e593ff26259148fe768f99e5f,2022-06,2022-06-30T10:01:20Z,+00:00,e7fd86a322069f290fcbcea74ec2e781,Europe,LU,Green,-,-,Green
c9f86bad39de0e5e2ec9ffc738217e2b,2022-08,2022-08-31T11:01:15Z,+00:00,f92476821a5cace3a078f93384701919,Europe,LK,Green,Green,Green,Green
f43d1b5c49e230a278b8029c9a214800,2022-08,2022-08-31T11:01:15Z,+00:00,b8a9a69c3e9c894f2c8cc505ab257d91,USA,LC,Green,Green,-,Green
42fb9cfa9e06bf9cc8daacdc3ee1ae59,2022-08,2022-08-31T11:01:15Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
b7d37816ef670ff543bf3c6524cefe10,2022-10,2022-10-31T11:01:25Z,+00:00,029f5c13cefb3a1f8594f36b73afed84,Europe,LU,Yellow,-,-,Yellow
3db388569017555f4758ba6f94f9c18d,2022-05,2022-05-31T11:01:57Z,+00:00,e7605d4d77e0a56ec8621041683462e1,USA,LG,Green,-,-,Green
e7c3f87a922cdce4981edc462d32590e,2022-10,2022-10-31T11:01:25Z,+00:00,9852596e07fbf43d7589020dad8c363a,USA,LK,Green,Green,Green,Green
d55af19da43e4ab43b42c2d7f02a9517,2022-09,2022-09-28T07:00:46Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
c0ab3ac8799253f78f1d1c689558becc,2022-09,2022-09-28T07:00:46Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
162c257b2e3422d06e91fa5d04efc4ac,2022-07,2022-07-31T10:01:01Z,+00:00,76375b53b58df677a0fb93f650050313,Mexico,LC,Green,Red,-,Red
e9a146626f42baee1c05e3fc1a728b8d,2022-02,2022-02-28T11:01:17Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
2bcc051487e6740aaf5734187aca76a4,2022-03,2022-03-31T11:01:17Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
0e4794ceab05964989e4fdd7f20c6c74,2022-03,2022-03-31T11:01:17Z,+00:00,b8a9a69c3e9c894f2c8cc505ab257d91,USA,LC,Green,-,-,Green
d787e3560472f1d8b63c72d9246532ac,2022-03,2022-03-31T11:01:17Z,+00:00,1da7b5fd3960aba678be136fdf688e70,Europe,LU,Green,Green,Green,Green
0300142fc7b1b58daec372c41d093df4,2022-03,2022-03-31T11:01:17Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,-,Green
680dcffab85a75bb08cc54f8e7c91b00,2022-04,2022-04-02T11:01:16Z,+00:00,2dc5fe1b4f8895bb1096f6470b7d8550,Europe,LG,Green,Green,Yellow,Yellow
b4ee6193767179762188c10fd04a2489,2022-10,2022-10-31T11:01:25Z,+00:00,953c4081b4a5fc2507c3d1db03b727d8,Asia,LK,Green,Green,Green,Green
9c1e3026dc41ee4028e043bab35f509c,2022-02,2022-02-28T11:01:17Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
28ed30012a82d100956aeb6a86bd7f91,2022-03,2022-03-31T11:01:17Z,+00:00,99904aba55dd386296e5925bac70abe0,Europe,LU,Green,Green,Yellow,Yellow
5426cfaf04382603f142117883967ba0,2022-05,2022-05-31T11:01:57Z,+00:00,f92476821a5cace3a078f93384701919,Europe,LK,Green,Green,Green,Green
ecad5999110b35bd4f80c29751502a1b,2022-10,2022-10-31T11:01:25Z,+00:00,709f8ee329211a1352449fa49a828272,USA,LK,Green,-,-,Green
1055d4ba6334239c65431319564c8a1a,2022-09,2022-09-28T07:00:46Z,+00:00,029f5c13cefb3a1f8594f36b73afed84,Europe,LU,Green,-,-,Green
e704a3abeb7e5f54f209b15ef4a1d07f,2022-10,2022-10-31T11:01:25Z,+00:00,76375b53b58df677a0fb93f650050313,Mexico,LC,Green,Red,-,Red
44cfd999b9a33b8abc323c4be44a0aea,2022-07,2022-07-31T10:01:01Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
ab2a7c3ada10b9582854f9746a1e97aa,2022-08,2022-08-31T11:01:15Z,+00:00,029f5c13cefb3a1f8594f36b73afed84,Europe,LU,Green,-,-,Green
e6e19a709a261e2d75eeb098e707a9d7,2022-06,2022-06-30T10:01:20Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
299635e46e5413a64468a2b286ce6588,2022-05,2022-05-31T11:01:57Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
266e7cb8a727b047cbd491f6238be1a2,2022-05,2022-05-31T11:01:57Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Green,-,Green
c43a0e696968b108faa175b4e7b06f92,2022-04,2022-04-02T11:01:16Z,+00:00,99904aba55dd386296e5925bac70abe0,Europe,LU,Green,-,-,Green
0903490cce848fe6cfd99680781fb326,2022-05,2022-05-31T11:01:57Z,+00:00,e7fd86a322069f290fcbcea74ec2e781,Europe,LU,Green,-,-,Green
b4b267b6836bcf7e3b3a5bc293823b4f,2022-09,2022-09-28T07:00:46Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
76c9c74165b6fddc746d61a9f8d9e71b,2022-07,2022-07-31T10:01:01Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
2fa1792a27c855b5d8a5efa8b12a6ac2,2022-08,2022-08-31T11:01:15Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
cb33aa3fd505cda1d1cf6d065f63f5b9,2022-07,2022-07-31T10:01:01Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
8d6c29fe7193551517739c8867fc73c0,2022-02,2022-02-28T11:01:17Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
0909b58be50d382278a7a329b7d27219,2022-09,2022-09-28T07:00:46Z,+00:00,2dc5fe1b4f8895bb1096f6470b7d8550,Europe,LG,Green,Green,Green,Green
ee8ca067cc93e2672a8caf55d752e155,2022-05,2022-05-31T11:01:57Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
67da966c9327cf824c1868ed74fd7ada,2022-08,2022-08-31T11:01:15Z,+00:00,c58f880ba3d044179233161b4870a377,Europe,LC,Green,-,-,Green
733837b87b09e1bdf3d2990c039d4642,2022-08,2022-08-31T11:01:15Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,-,Green
499c0dd55c4b6aeb17676932e512ff49,2022-08,2022-08-31T11:01:15Z,+00:00,2dc5fe1b4f8895bb1096f6470b7d8550,Europe,LG,Green,Green,Green,Green
c9a55a86568911b9ec60b311798dcc0e,2022-03,2022-03-31T11:01:17Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
bed069015031f16389e0d3f33b46481f,2022-08,2022-08-31T11:01:15Z,+00:00,953c4081b4a5fc2507c3d1db03b727d8,Asia,LK,Green,Green,Green,Green
2cf537403991af026f71f90e5cce05f1,2022-04,2022-04-02T11:01:16Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Red,-,Red
17fe4f4e9da9f3b1768bc1e20506df09,2022-08,2022-08-31T11:01:15Z,+00:00,c58f880ba3d044179233161b4870a377,Europe,LC,Green,-,-,Green
a8ae4d927bbb372dd44fba308652fbb6,2022-10,2022-10-31T11:01:25Z,+00:00,43d4d8e2a46f47d0f35404d215c73696,,LU,Green,-,-,Green
2b0240c7ef2e02d75ce21ff4aabba03f,2022-03,2022-03-31T11:01:17Z,+00:00,22ff3aa2934266dc41c57a1bae94bb07,Europe,LU,Green,Green,Green,Green
94f0cf3709610bcd20aa4da7a643cb4c,2022-08,2022-08-31T11:01:15Z,+00:00,709f8ee329211a1352449fa49a828272,USA,LK,Green,-,-,Green
4782a4ea1edb87ce27aee5504dc07252,2022-02,2022-02-28T11:01:17Z,+00:00,da9fa48d5bd88875ddba2abf0e179a25,Europe,LC,Red,-,-,Red
57c12f54c3239341c89d568bbac6b336,2022-10,2022-10-31T11:01:25Z,+00:00,709f8ee329211a1352449fa49a828272,USA,LK,Green,-,-,Green
32ac2cae36dd1def207d717a287e2073,2022-05,2022-05-31T11:01:57Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Green,-,Green
8d81ac940a35c34667c4d4d9477169bc,2022-06,2022-06-30T10:01:20Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
875dafdb96aac1dcdc3555c2134b3088,2022-08,2022-08-31T11:01:15Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
36c0c2e7d1effa55e72fb1d596525050,2022-04,2022-04-02T11:01:16Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
ed799217c50cb42f0c07e5b036e5e170,2022-04,2022-04-02T11:01:16Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
0d7b1e2259002be175cfb2c39322b28a,2022-10,2022-10-31T11:01:25Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
d47b4b4a685b4570ffb4a3ac97bd692a,2022-02,2022-02-28T11:01:17Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,-,Green
d343500c5d3843d38d050f52437a3543,2022-07,2022-07-31T10:01:01Z,+00:00,5be55c21e69c5e21104445fd2ee0c073,Europe,LU,Green,-,-,Green
9c1e3026dc41ee4028e043bab35f509c,2022-05,2022-05-31T11:01:57Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
adc20ee91fab834d70c263f1e8e10c76,2022-09,2022-09-28T07:00:46Z,+00:00,617b724b29e303c7e91a9ce5c5ba319a,Europe,LK,Green,Green,Green,Green
9e62fd6592a941380de665c087842c04,2022-06,2022-06-30T10:01:20Z,+00:00,9852596e07fbf43d7589020dad8c363a,USA,LK,Green,Green,Green,Green
fcf0a35054159f112ded70a1ac2228f8,2022-06,2022-06-30T10:01:20Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,-,Green
89177d0761730e246706ac27327fcc7a,2022-03,2022-03-31T11:01:17Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
ad9aefda50df9bcf513761def00b233d,2022-04,2022-04-02T11:01:16Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
d74bcbbf935d6faf33c5bb7da492b42a,2022-08,2022-08-31T11:01:15Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
acbdf780db75fe1132339bd8c53c0d0c,2022-08,2022-08-31T11:01:15Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
1826dc882acf0d326ea372e70ed2a632,2022-07,2022-07-31T10:01:01Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Green,-,Green
e58b90488ce2f767572c55a41e8ec80c,2022-08,2022-08-31T11:01:15Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
2a943e1b4844b2aaa346c259b5ccbe60,2022-09,2022-09-28T07:00:46Z,+00:00,32ef75aa872fd13218f05c6740874418,Europe,LK,Green,-,-,Green
09e1338645aa8aa923b45f54a947a584,2022-08,2022-08-31T11:01:15Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
fa91db61c3f494ce98c72745475f81e8,2022-04,2022-04-02T11:01:16Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
0f5280351e7e2cd503b2b5e5960e5da5,2022-07,2022-07-31T10:01:01Z,+00:00,43d4d8e2a46f47d0f35404d215c73696,,LU,Green,-,-,Green
a497ce3888707a8e8698d5a214a59bb5,2022-02,2022-02-28T11:01:17Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
b8196bc33cc84a579918e0cc6cb38ed8,2022-08,2022-08-31T11:01:15Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
ee8ca067cc93e2672a8caf55d752e155,2022-04,2022-04-02T11:01:16Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
acc0a7ad5e7f866fc4b4001a2901a733,2022-08,2022-08-31T11:01:15Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
1e04f40692939628e68d9a1cb7d80651,2022-08,2022-08-31T11:01:15Z,+00:00,f92476821a5cace3a078f93384701919,Europe,LK,Green,Green,Green,Green
491314568f58e7e424c86c633285f053,2022-04,2022-04-02T11:01:16Z,+00:00,f92476821a5cace3a078f93384701919,Europe,LK,Green,Green,-,Green
5b0adea507c57f24960bfbe4d4a4c8a8,2022-04,2022-04-02T11:01:16Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
d3d1da73bbddd65e122faf144db6ed43,2022-08,2022-08-31T11:01:15Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
d3d1da73bbddd65e122faf144db6ed43,2022-07,2022-07-31T10:01:01Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Red,Red
d3d1da73bbddd65e122faf144db6ed43,2022-06,2022-06-30T10:01:20Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,-,Green
3453055c7656aebfbe3352000dcfc13d,2022-07,2022-07-31T10:01:01Z,+00:00,99904aba55dd386296e5925bac70abe0,Europe,LU,Green,Green,Green,Green
9044a6f6789dde678e3714d6d35792bd,2022-02,2022-02-28T11:01:17Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
a8ae4d927bbb372dd44fba308652fbb6,2022-06,2022-06-30T10:01:20Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Green,-,Green
76c5efaff8b4e547477121a72412744d,2022-02,2022-02-28T11:01:17Z,+00:00,6d61dd3473cea425b874c05d1dc9a7ac,South Africa,LK,Green,Green,Green,Green
be2910b3f4070790f4342e9b220176a7,2022-07,2022-07-31T10:01:01Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
be2910b3f4070790f4342e9b220176a7,2022-02,2022-02-28T11:01:17Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
eb857373cb3c5a6aaaea14dcf3547c62,2022-06,2022-06-30T10:01:20Z,+00:00,13d10ea69c6c21ea20cac248ae5895b7,Europe,LG,Green,-,-,Green
0e4794ceab05964989e4fdd7f20c6c74,2022-10,2022-10-31T11:01:25Z,+00:00,b8a9a69c3e9c894f2c8cc505ab257d91,USA,LC,Green,Green,-,Green
6d049938c2b29729c443e6ea47e4f512,2022-08,2022-08-31T11:01:15Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
c9fa8adfaad0730959596c114e942b0f,2022-10,2022-10-31T11:01:25Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
28ed30012a82d100956aeb6a86bd7f91,2022-07,2022-07-31T10:01:01Z,+00:00,99904aba55dd386296e5925bac70abe0,Europe,LU,Green,Green,Green,Green
eb0d18501977a108b4f473c6b3e3638f,2022-10,2022-10-31T11:01:25Z,+00:00,4d7b5ea618836b00a42e7b49372f314f,Asia,LU,Green,Green,-,Green
7a9852dff12609075bad41931025f0df,2022-09,2022-09-28T07:00:46Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
9780dad5e615f168ab5765781d15a28f,2022-06,2022-06-30T10:01:20Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,-,Green
47c0cc84cf29e80476a7e70da33b7961,2022-10,2022-10-31T11:01:25Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,-,-,Green
5d6acbc3f454fc1d183c447335b7495e,2022-10,2022-10-31T11:01:25Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Green,-,Green
4600f0a901054216cf0eecf2999f7eb2,2022-08,2022-08-31T11:01:15Z,+00:00,99904aba55dd386296e5925bac70abe0,Europe,LU,Green,Green,Green,Green
d013aa7a4210350f1f08f68bbe582e94,2022-03,2022-03-31T11:01:17Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,-,Green
44cfd999b9a33b8abc323c4be44a0aea,2022-08,2022-08-31T11:01:15Z,+00:00,709f8ee329211a1352449fa49a828272,USA,LK,Green,-,-,Green
44cfd999b9a33b8abc323c4be44a0aea,2022-07,2022-07-31T10:01:01Z,+00:00,709f8ee329211a1352449fa49a828272,USA,LK,Green,-,-,Green
01e4c46207f24e8cde82c095e9a122e0,2022-06,2022-06-30T10:01:20Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
7e45efc4f01ddf9a7afe4429b2e24251,2022-08,2022-08-31T11:01:15Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Green,Green,Green
6db743b8de63d2c0100b7a4fdb97deaf,2022-03,2022-03-31T11:01:17Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,-,-,Green
0b460869c445ad51e5fc44ad983385ac,2022-03,2022-03-31T11:01:17Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
3cb79a4b82903eb23a6fe4a35a8dddcc,2022-09,2022-09-28T07:00:46Z,+00:00,c58f880ba3d044179233161b4870a377,Europe,LC,Green,Green,-,Green
01e1173cf09891b6a80a6a0ff4c7fde6,2022-05,2022-05-31T11:01:57Z,+00:00,7ae503a58a066353dd6de36cda316b55,Asia,LK,Green,Green,Green,Green
107d329bd8b758d6e3af848b08a77284,2022-09,2022-09-28T07:00:46Z,+00:00,3c4d48ad7d892bfe96a6df0fabe6deaa,Asia,LU,Green,Green,-,Green
2457f40b0c2e77138f84ad75e265fa07,2022-05,2022-05-31T11:01:57Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
5f1768d10b40be488016bee4d592ea81,2022-10,2022-10-31T11:01:25Z,+00:00,6d3fb06a53f3ca23d0e6f9317fd48e87,Asia,LK,Green,-,-,Green
48d05c893574e2e84c4b6fa5f31e99df,2022-05,2022-05-31T11:01:57Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
2954c816a26fb5aff0694ad309c174ae,2022-08,2022-08-31T11:01:15Z,+00:00,76375b53b58df677a0fb93f650050313,Mexico,LC,Green,Green,-,Green
9b108607a97f06a93b56971f87cdb58f,2022-08,2022-08-31T11:01:15Z,+00:00,99904aba55dd386296e5925bac70abe0,Europe,LU,Green,Green,Green,Green
dcaa8fd86e052efe7ac506d18f8f840f,2022-04,2022-04-02T11:01:16Z,+00:00,3724c242924ad7b7871634355d6ee63e,USA,LC,Green,Red,-,Red
8f575f63ef31210e1c2a2832586e7640,2022-09,2022-09-28T07:00:46Z,+00:00,029f5c13cefb3a1f8594f36b73afed84,Europe,LU,Red,-,-,Red
b530b5656b548850983429667a5852eb,2022-07,2022-07-31T10:01:01Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
62b8bb18c690a36ad9f50cee648fcfb3,2022-07,2022-07-31T10:01:01Z,+00:00,f92476821a5cace3a078f93384701919,Europe,LK,Green,Green,Green,Green
3523955dc2d9428964c23fae91174e7a,2022-07,2022-07-31T10:01:01Z,+00:00,e7fd86a322069f290fcbcea74ec2e781,Europe,LU,Green,-,-,Green
e61778314fd0676d362e6d9b323bd3cd,2022-09,2022-09-28T07:00:46Z,+00:00,6d61dd3473cea425b874c05d1dc9a7ac,South Africa,LK,Green,Green,Green,Green
2faae7b61eaa2a996468922fe2a76d66,2022-07,2022-07-31T10:01:01Z,+00:00,8bee47dc3c4d314f0a85aba01e1252b9,Europe,LU,Green,Green,Green,Green
395f2fb199546319dcc99e972fcb8e11,2022-02,2022-02-28T11:01:17Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
5f8fbb1129c20117a31a7f4660e5eda4,2022-02,2022-02-28T11:01:17Z,+00:00,beef89b289437d6b19a0fc2e998a4dc0,Asia,LG,Green,Green,Green,Green
c39c83b93b135c7ac0cd43c97fd0a1bc,2022-07,2022-07-31T10:01:01Z,+00:00,2dc5fe1b4f8895bb1096f6470b7d8550,Europe,LG,Green,Green,-,Green
5ee3e16c8db548cd21d090f0b825cac8,2022-09,2022-09-28T07:00:46Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
0416cb9cb3586b031d9ae1dd8dbd3e86,2022-10,2022-10-31T11:01:25Z,+00:00,97adacfac2f60e9ea2118be20af1cb93,Asia,LK,Green,-,-,Green
a020b43dd6daa957f8c69b9956844a71,2022-08,2022-08-31T11:01:15Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
1553fcc8117bfbdbfd665f71dcbdc1d7,2022-08,2022-08-31T11:01:15Z,+00:00,9c491ff90cbfc2882aa1116944658240,Europe,LC,Green,Green,Green,Green
cb347c3049d905c80d036623890e0295,2022-06,2022-06-30T10:01:20Z,+00:00,13d10ea69c6c21ea20cac248ae5895b7,Europe,LG,Green,-,-,Green
027c0c0be1dda45078bfdfcee36a0f8f,2022-05,2022-05-31T11:01:57Z,+00:00,2baf4c18f250b692331688d540bea229,Asia,LK,Green,Green,Green,Green
a9f33065008293fed875330ed04d485c,2022-07,2022-07-31T10:01:01Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
9b24153bd06c2dfbf8a024e2c0fa8a88,2022-08,2022-08-31T11:01:15Z,+00:00,2baf4c18f250b692331688d540bea229,Asia,LK,Green,Green,Green,Green
89177d0761730e246706ac27327fcc7a,2022-04,2022-04-02T11:01:16Z,+00:00,b4175fbc370abaa3d5b664db6e66c3c4,Mexico,LC,Green,Green,Green,Green
c541984c6fab666703b74c9d74caa2d7,2022-03,2022-03-31T11:01:17Z,+00:00,66a13ab8002c70a1facbcff8ebce7797,Europe,LU,Green,Green,Green,Green
7561c7284fe6de1c62fcc03617cc6639,2022-02,2022-02-28T11:01:17Z,+00:00,299b79cb0fe4c181e4687655e5c001cc,Europe,LU,Green,Green,-,Green
e41e25baef2adad2d9e993e055fb7b66,2022-06,2022-06-30T10:01:20Z,+00:00,99904aba55dd386296e5925bac70abe0,Europe,LU,Green,Green,Green,Green
