SupplierId,Amount_WD_3M,Amount_WD_6M,Amount_WD_12M,Amount_Backlogs_3M,Amount_Backlogs_6M,Amount_Backlogs_12M,12_Month_LPKM,BadSupplierIndicator
51dd1df5f69e22d0bd1cb13182e40eae,0,0,0,0,0,0,,bad
b416da11c5a7ad06b68b3ff09eb6a7f4,0,0,1,0,0,0,4.2,
89653def56e03ac4ca4eaa0b26ff4fae,1,3,4,0,3,3,4.3,bad
64489c8b5916359d0db89f209d3e298b,0,0,0,0,0,0,5.0,
82d44c31702a4e2d054770ad56d4ebec,0,0,0,0,0,0,5.0,
8383104a9f271622bd5a73f14f7cb72f,0,0,0,0,0,0,5.0,
d22cc3543a310c40bd3f4a351f2dc445,0,0,0,0,0,1,,
0f9e8b5163935fd40bbe4b342cbf7cbb,0,0,0,0,0,0,5.0,
59ce409df44928ea17c5a570f94a6433,0,0,0,0,1,1,,
40634153dcc3b619b98cfeec69f06dfc,0,0,0,0,0,0,4.6,
71f0c2adf4d1633898ca4ab9dbc5335a,0,0,0,0,0,0,5.0,
faa3b1e4935577409ef2692e58bce95e,0,0,0,0,0,0,5.0,
d77d9835aaab1d061370969cd3d02bdb,1,1,1,2,15,40,4.0,
e4fd14d3ae9b4a2dcc8705045d2b4055,0,0,0,0,0,0,3.7,
d453cc527541462662a0cefac7c83046,0,0,0,0,0,0,4.8,
19afcbce562fe4a060b61b4ad0d7494f,0,2,2,2,3,3,3.1,
3ef090041476c3b992285f00b97e14ea,0,0,1,0,1,1,4.7,
8aa12f0d0aa8355b122b63cdb2e3e1bb,0,0,0,0,0,0,4.7,
f9c274ecfeb04a56cdb2f8c85c95c696,3,10,17,6,21,43,2.8,bad
d95e9e774a2bb9162665bd978d4be682,0,0,0,0,1,5,,
264088bd4e3fb61f11c44a766b8d519d,0,1,2,0,1,1,4.4,
e60bfb59dbdeca9a50f4b7651e19d368,0,0,0,0,0,0,5.0,
44156861f78f0ba41a9ac3e1784c9c69,0,0,0,0,1,1,4.8,
e39a6b3fe4953ee05e14457ad6353c7c,0,0,0,0,0,0,5.0,
c9017501e03257b18090c6a403c33c6e,0,0,0,0,0,0,5.0,
dcafac3f591140aa1c9a16ad2f6dd79d,0,0,0,0,0,0,5.0,
12f066b5892488e8f8ea7a2f743f51af,0,1,1,0,2,2,4.4,
29a1e5888a7547fdbfb85209a212738f,0,0,0,0,0,0,4.9,
aa169f5803542eebfc14f183aac9b771,0,0,0,0,0,0,5.0,
104522d5115c8bde19eae94a8cc41552,0,0,1,0,0,0,4.8,
c84571bd3a2606176f7047d60feef6f0,1,1,1,0,0,0,4.5,
a261d1b60b0172ce86a300673f2be88c,0,0,0,0,0,0,5.0,
75307cd6503fe1d2343ae822dc744803,0,0,0,0,0,1,3.3,
17e61eff06e79a343ca5d0459669ab8b,0,0,0,0,0,0,5.0,
c3ec53b9130a15ac03ca0cc26f42a1b4,0,0,0,0,0,0,5.0,
b59f16d1199db0c0c5d016001ab7afc6,0,0,0,3,6,7,4.2,
ffd3f14b15b970b571d8a084736bd951,0,0,0,0,0,0,5.0,
5a34b356993ce6f9aad611a2afde75e4,0,1,1,0,0,0,4.9,
a7ba970ac97af9f2d29af10fba9bf958,1,4,6,0,1,2,3.6,
5d09397eee487ba0f0c1d5fcdcdd5574,0,0,0,1,1,1,4.6,
6f413bdcfcfb97cea38de219b087814c,2,2,5,4,6,12,4.1,
699eaa6aa60423f79454825375ba5267,0,0,0,0,1,1,4.9,
2031e4a7728d10083729973ceddd2b71,0,0,0,0,0,0,4.9,
09df23143052cb34c039521a7bc24f48,0,0,0,0,0,0,5.0,
f971f36f86d8fb866f370ff95b538681,0,0,0,2,2,2,4.8,
6ac07266c3ad5abbc37464465bf71c6f,0,1,3,30,39,45,4.0,
6a5f8906755dbf5aed0b23063679ea79,0,0,0,1,1,1,4.9,
f58eeb1dff53960ce100e0afe7faacc7,0,0,0,0,0,0,5.0,
f5fdf825abe32723484ed48e82a8d6dc,0,0,0,0,0,0,4.7,
17561c766e13eba8ad0bd10b7a4cfb69,0,0,0,0,0,0,4.7,
4ed56aee2f966a85e63caa2ab6d54faa,0,0,0,0,0,1,4.7,
e3f8fd18216b07f97fa6fd7317d7a6ea,0,0,0,2,2,3,4.5,bad
b4fd2d410557e1357e7599dd57dde915,0,0,0,0,0,0,5.0,
b02e2139f1c2ba4574c997603f63d676,0,0,0,0,0,0,3.7,
7b35501ba57e26e5a9de655b8f3c809d,0,0,0,0,0,0,5.0,bad
88f23cc4bdf4d1a4f69b7621a4019325,0,0,0,0,0,0,5.0,
fd7919c2f32700fa385459a9c8f63ab8,0,0,1,0,0,0,4.8,
b2f19847bde8d14a72e65f6cda37ffb4,0,0,0,0,0,0,5.0,
261bd0018f4826998627c9674aa058df,0,0,0,0,0,0,5.0,
56eb614260af361c5d7538903be6f4b8,0,0,0,1,1,2,4.5,
b7350368005f629ad149a1385074a1c0,6,12,17,7,24,26,2.8,bad
1eff8c37701f9e22ef2865b5c62f9ed8,0,0,0,0,0,0,3.7,
919913da6f2272ccda03315f3b2df7b8,0,0,0,0,0,0,,bad
00add496092008c928ced0179d0355e4,0,1,1,5,9,12,4.3,
5748991a820a5bb3fa04157983c87b3b,0,0,1,0,0,0,4.8,
215b782af222186bcc4aed74aab58e2f,1,1,2,0,0,1,4.0,
48f5b326b03426c219cac95c0ba1804e,0,0,0,2,2,2,5.0,
4ffc4333c95dc0f7cb5d86973278d7ab,0,0,0,0,0,0,5.0,
8553066449e1ef4dbfbd9d84276ab550,0,0,0,1,1,4,4.6,
0849f4eebbe596b0e4d7be4713ab18c8,0,0,0,0,2,11,4.6,
18e2512607e1452d4e299b7c19ea2075,0,0,2,0,3,20,3.6,bad
5f8c0e2b88ea041f9ead78d19f00828e,0,0,0,0,0,0,5.0,
da0273f30d10963247ba027a441479ce,0,0,0,0,0,0,4.8,
1894c828ceedec74484e10b8ebb555f2,0,0,0,0,0,0,5.0,
25ff06f1b57539bbb11ed6f43ef7d8c0,0,0,0,0,0,0,5.0,
1c3d01b4979a7aba7530b13a67e522c5,0,0,0,0,0,0,5.0,
c13fd72549b07ec845eddae088c9bff7,0,0,0,0,0,1,4.5,
6b5e2a9685d2c1d95eed9ebf498a8cdd,0,1,3,34,59,83,3.5,
8240990ce71dde1e2224a3ee3027f12c,0,0,0,0,0,0,5.0,
0ca79552082c2f511cc7dcdf0a89991b,0,0,0,0,0,0,5.0,
e5bbc154701b08775b49f50d527d4de0,1,2,3,10,20,30,3.9,
99160dfa065fc678aaf31fc1b2398261,1,2,3,37,66,106,3.7,
8b32446cc6e728cf0e6c5f10599a6fae,0,0,0,0,0,0,5.0,
37de824d9abe20859c2a58148672a366,0,0,0,0,1,1,,
9c204367b416483d97ac06b2692b5bb2,0,0,0,0,0,0,5.0,
8572c825bb3b2972591fe1f68ff21f4b,0,0,0,0,0,2,4.8,
4132bc5d2fc029d024d753e97f399fed,0,0,0,0,0,0,5.0,
274dfafe5e92ffdc0fb2acf9e1480b5b,0,0,0,0,0,0,5.0,
6a767d5d4bef722d1a09630f96220a3f,0,0,0,13,21,41,4.3,
4e7edf38e91a7b8f4fd68554fe320f75,0,0,1,0,0,0,4.6,
680dcffab85a75bb08cc54f8e7c91b00,0,0,0,0,0,0,4.7,
747bfa5971165ce660f7e8671334e531,0,0,0,0,0,0,5.0,
586bc38a03d220f49df3ecb696ebe597,0,0,0,0,0,0,4.9,
c16e4b77b070df3c48a216a7ce234c92,0,0,1,0,0,0,4.7,
92736dddea56833abcfbffbb2ac876de,0,0,0,0,1,2,4.9,
e921a079eed1566526e9a7477303ccaa,0,0,0,0,0,22,4.8,
87c7f4579fbcdb699a7e36f32c6f2ce0,0,2,3,1,2,9,4.2,
adb77d298c1016e2e69cecc0c6f7b1c1,0,0,0,0,0,0,5.0,
d7c8306262d716a645ef6361988b1b08,0,0,0,0,0,0,5.0,
e0fe74278e0257492e5ee7ab9bcb8ad2,0,0,0,0,0,0,5.0,
9ae7671823ce7cbfe748fc8de9fdfd2a,0,0,0,0,0,0,4.7,
61ea16a96424254910fd763029a7778c,0,0,0,0,0,0,5.0,
5e0eb2796928658176f40114a73760bf,0,0,0,0,1,4,5.0,
1169dd6be7f0d1c2e3c0ab109d366198,0,0,0,0,0,0,5.0,
dcb64bdd9ca3e5413aa0eac4c7abe6bb,3,6,6,13,25,42,3.9,
7280489efc9d317396b658d02e23b05f,0,0,0,0,0,0,5.0,
5744ad15f4fff8a69b7b4c34e597ec4d,0,0,0,0,0,0,5.0,
14095049cc4a752813e7e1263aa8e4ee,0,0,0,0,0,0,4.9,
6a8947d4b47778134a7940a2cfac28d6,0,0,0,0,2,26,4.6,
686d5d3df1634886d810f071c4368665,0,0,0,0,0,0,5.0,
bf006d8d1dcfc434d5a57684df8ea2a6,0,0,0,0,0,0,5.0,
4d923cf13358463b7f1277986d8bdb4c,0,0,1,0,0,0,4.9,
4d5175db22836d12081a303977151e50,0,0,0,0,2,6,,
f8382c1e2b9ae615e36d42b502592101,0,0,0,0,0,0,5.0,
2f70ee943fbeaf6aedbd7e958696a536,0,0,0,0,0,0,4.9,
faa7afd1b3e428916a518c33d0f610e2,0,0,0,0,0,0,,bad
29df3bde1687388fbe148481b3cd9343,0,0,1,0,0,0,4.6,
9f9a02ad319ab381ebd0aa7ef6d7deae,1,1,1,0,0,0,4.8,
ac495203c89365884d284d2f9c848a6c,0,0,0,0,0,0,5.0,
9fcbfa2ff972e108ffa260bd2072f6a0,0,0,0,0,0,0,5.0,
e783f946b93c9e8bfa91dc246899d794,0,0,0,5,8,8,5.0,
20f914706f3ff5f5e759965ce32aaab9,1,1,9,3,8,27,3.6,bad
dce74a4df86cd09f25775d5ca285741b,4,8,21,1,5,14,3.6,
52825dba94cc7f6274d6e5e2cb6cb779,0,0,0,0,0,0,5.0,
d50670a744c6da8fd8095039705298c7,0,0,1,0,1,5,4.2,
2cc667ec6dc99076b4024fc6795e3d9a,0,0,2,5,10,26,3.8,
75e1759c07e010c4d910998f9ac0c782,0,0,0,0,0,3,4.8,
a9220dfe016f5af4d2f4be9e28c401fd,3,3,3,0,2,7,4.4,
653900833f0aeae00abda0e41f67980f,0,0,0,0,0,4,,
672734e1a468ba0d63d6bfe3850f1094,2,7,13,22,52,81,2.4,bad
5a4d16bf83eccc7f169bc8249fba867f,0,0,1,9,10,15,3.8,
9e0a0b63d4814aabc6f191c5577073be,0,0,1,2,3,4,4.2,
1baef8f57c143e7ff27fbaca1dc96ac0,0,0,0,0,1,1,4.9,
382c5b85d963c82c0b42587b64c5c425,0,0,0,0,0,0,3.6,
1452c768dc35db5cf73c3e4cdb7e94dd,0,0,1,0,3,30,4.1,
e341963509eb0bfbde975ca9046cf152,0,0,1,0,1,2,4.2,
bff45a3ef95146d0fc4231def5493c2b,0,0,0,0,0,0,5.0,
0f54f51e9a0a9cf85d1395b2e11b9c25,0,0,0,1,3,3,4.6,
7f782c9d16e5ba1da21c163d1cf45249,0,0,0,1,4,5,4.5,
d63fa028c90927bd88118eca4a97942c,0,0,0,0,0,0,5.0,
b4ee6193767179762188c10fd04a2489,2,2,3,0,0,9,4.0,
3f1a28a96d1c2837cf3af581849ecf3a,0,0,0,4,5,14,4.2,
483ba1d14ace46191f8083bb7ef7f88b,0,0,0,0,0,0,5.0,
9ab8796b7b267ecf585b5d80fccbb80c,0,0,0,0,0,0,5.0,
6bdbb1d7858b0716375a2301bca54e6e,0,0,0,1,1,1,5.0,
12878c7fe4993069a598012038284d51,0,0,0,0,0,0,5.0,
3bf8c55d0b3c662d6393ca0fc64ef0c0,0,0,0,3,5,5,4.4,
6ee154c587bd88e6da0f61a665fefb7c,0,0,0,0,11,12,4.6,
1c98930f40d3ff994a1204e3691692d1,0,0,0,0,0,0,5.0,
504dd4f9727c71b5a7f54a9bcf66f86b,0,0,0,0,0,0,4.9,
685a43124c34c1501ea4a858360203c1,0,1,1,0,5,5,4.4,
0c8f0d629efafa6233a0c06f62271718,0,0,0,7,15,25,4.2,
d47b4b4a685b4570ffb4a3ac97bd692a,1,4,26,0,5,30,3.9,
22654414dd06a92f2e641e0fe4e94ffd,0,0,0,0,0,0,5.0,
95d92f340c490faf86d4efac7b8339d0,1,2,5,29,46,71,2.9,bad
4668950356774590b25d92473b8756d9,0,1,1,0,1,5,3.9,bad
7436e6848a9ade70259cfee2b80fcd47,0,0,0,0,0,0,5.0,
366a015d855ccf3d6cf8d168be463fd6,0,0,1,9,26,31,4.0,
9106a093af51764d435d737866281d14,0,0,0,0,0,0,5.0,
088d61065b2be1e6a5d1e08cb5f3433f,0,0,0,0,0,0,5.0,
ebb3975545fef3fd85c7167583baa19e,0,0,0,0,0,0,5.0,
32bd8e58db2caa88b90566df4944dc91,0,0,0,3,6,8,5.0,
04dce1f68d852298a24a8c5fb5917f6a,0,0,0,0,0,0,5.0,
b8830f2e1670af7fc335423e51413e23,0,0,0,1,1,1,,
47d38308f50108a250c4b6db29849617,0,0,0,29,58,69,3.7,bad
e354ea7a79d32a9e55fc8cf94944d1d3,0,0,0,0,0,0,5.0,
e4e7822e5acb3efe8ca5ccac2a67e203,0,0,0,0,2,3,4.7,
7808eeafbc0180e7719ce8b87a3dd7e2,1,13,13,1,8,13,3.7,
c667b5374015a57d14be7967a97d92d7,0,0,0,0,0,0,5.0,
7cc7667b3635be76ed4c423b73090cc1,0,0,0,0,0,0,5.0,
529933213c808222ccc267039b84beec,0,0,0,0,0,0,3.3,
e6dcf0150854c577d9bab492f1db5d0c,0,0,0,0,0,0,5.0,
34bc7bbfe45b013ef6266481904f5317,0,0,0,0,0,0,5.0,
d5f81ab34a1b43daf8b56e96ec8a3579,0,0,0,4,4,5,4.6,
1159ef780f0bc0495edc5e36650b9035,0,0,0,0,0,0,4.9,
31dff508ce725c7e0ec9ebf6482e71af,1,3,3,3,4,37,3.6,
c22577799fa53d7984dfc278906e5e29,0,0,0,0,0,0,5.0,
3f731e258fa2e37b1d6223af4c268ce7,0,0,1,14,38,51,4.6,
2e78a7e57343aa6a7ca27e08b6e6fb85,0,0,2,1,2,2,3.1,
920104517ccdb9a300bedbbaf1d0b8ea,0,0,0,0,0,0,4.7,
36528f34536b4ccc1a2063356676b488,0,0,0,1,2,11,4.1,
b984f98662963309fd22c1869e4549ab,0,0,0,0,0,0,4.9,
18ce993873ce61e0474df206cd19828f,0,0,0,0,0,0,5.0,
c3170bd01673ff76c86f74b6adf2ad9a,0,1,2,4,10,19,3.7,
e8b5af8d2c791a950174a537dc659ec2,0,0,0,1,1,2,3.0,
3da6390e19f01d38ca56c8bd6b4b1dd4,0,0,0,0,0,0,5.0,
271c51a55c91eaa801d17b852d6b47e2,2,5,6,0,0,2,4.1,
45e2bdd58be70cbdd4c77d2ed0b01a7c,0,0,0,0,0,0,5.0,
1b43fdb68226aea5a844ad4ae836bf6a,0,0,0,10,10,11,4.7,
174340bf759fea8f2ab1d9f206cff6ed,0,0,0,0,0,0,5.0,
8be195d2a27e5d1caf88bbc68254ef96,0,0,0,0,0,0,4.9,
3e372239614faed22dc80aa2ea6a245f,0,0,0,0,0,0,4.9,
d343500c5d3843d38d050f52437a3543,0,5,8,2,4,6,3.8,
d83288f42a5efad3a9a4b7a8c1f6f287,0,0,0,6,10,10,,
0c744eea11ad92e85a6e253fd2d65f5e,0,0,0,7,7,7,,
f6e694073eb0e59bcfa83fc9473d4d20,0,0,0,0,0,0,5.0,
17b0e9d41ada2b47a580f2c64a880d96,0,2,10,0,0,2,4.3,
9d14a7e1f432c8b41bca33797b9bafa6,0,0,0,0,5,5,,
0aa5e27939e0b3576ee1ea50977e9558,0,0,0,0,0,0,5.0,
2fac602b6a783cb02efd59b10fe11027,0,0,0,0,0,0,5.0,
c4a60708acdd79fa5ff2bbeefca867a9,0,0,0,0,0,0,5.0,
40d4c7645279b9d612fd5f55bfe6dfb3,0,0,0,0,0,0,5.0,
f5cff83090364da5999daecd3a781053,0,0,0,0,0,0,5.0,
2d5bb25c0ec7b1199d5b0addaa2650c2,0,0,0,0,0,0,5.0,
03b959dc4e05dbb24ae7b5f03200348f,0,0,0,0,0,1,4.9,
24b26793e0943b641c5361cd77753b81,0,0,0,1,2,6,4.4,
5556632cc98206d7e7d9e90ca43c32f7,0,3,3,3,13,20,3.7,
8a0eb721bc89e07bdee2245a2f6d50e5,1,1,1,16,31,35,3.5,
dfdf584cb11009286f972ddad6d483a2,0,0,0,0,0,0,4.9,
af31059b976e30ad818876176438a0a9,0,0,0,0,0,0,5.0,
d97da362c67d2314a8164cb06c55fae2,0,0,0,0,0,0,5.0,
e6477cdc11b76a9641ee677bcf263a6a,0,0,0,1,1,1,4.7,
e30d5491bdc005cac5f4e73d15c46876,0,1,1,0,0,2,4.8,
d25f1b0f12535369329f681920de717e,0,0,0,0,0,0,5.0,
d0c79bf0dd582d428167a23265fe3890,0,0,0,0,0,0,5.0,
7c70d25020b0293b35af4c3af06e78df,0,0,0,0,0,0,3.7,
cb347c3049d905c80d036623890e0295,0,0,0,1,1,1,3.0,
96384c72ff401f2e6566d4fd8623e8f0,0,0,0,0,0,0,4.9,
266172ec7f2be9cabd7f533ea29584fa,0,0,0,0,0,0,5.0,
30e26773347bcd47552e0e9c4ebc0a71,0,0,0,0,1,1,,
00fec7e40660fd739c5b07ae6873f7f5,0,0,0,0,0,0,5.0,
71689d604f3a06ee76330908de934a09,0,0,0,0,0,2,4.8,
c7fb58151f9413feddb1ce4a9eed5d4e,0,0,0,0,0,0,5.0,
089de94ed4de72fcc4584fd6dbc46446,0,0,0,0,2,5,4.7,
560b68fb46f16dead0219683d029f613,0,0,0,0,0,2,4.7,
1e97f90bcc5bd8dc17cf55de3ed916d2,0,0,0,0,0,0,4.9,
f46020ce018168c3dce12a41ab23566e,0,0,0,0,0,0,5.0,
8b7bb330ead566c0fd525d394491c91c,0,0,0,0,0,0,3.5,
88645736fd25fc986f9b8ee43ddc0ff5,0,0,0,0,0,0,5.0,
876377b28f7ccf02d0a003320be16e6c,1,1,1,0,0,0,4.9,
2d1bea5113ec03ddedeb01a8ddb4115b,0,0,0,0,0,0,5.0,
2326d9f97d136a5c3276d416373995fb,0,0,0,0,0,0,4.9,
982b4d0c0e009ed2bf23099b8073a413,0,0,0,0,0,0,5.0,
c2ea02f3e030091a9fa45a97e09f2064,0,0,0,0,0,0,5.0,
f165fa3e507a9bcf5cab34b7c41b30b6,0,0,0,1,3,9,4.4,
aa708b871b44a2c31413df58770f66b3,0,1,1,2,2,4,3.9,
7f754cb325e28a382cc47a0c11347858,0,1,1,0,0,0,4.7,
f4f4abb10f9fa2da7d56a161ef7f90ea,0,2,2,17,30,57,3.9,
f1ae1aa2d1ec1009693307c2eb8814bb,0,0,0,0,0,0,4.0,
1e75af1d7bb333c139c361ffaa6ac33a,0,0,0,0,0,0,4.9,
76f386bc495e955b549a3a489da744da,0,0,0,0,0,0,5.0,
a55498e0773738ba7277fb6afae74c5a,0,0,1,0,1,1,4.7,
cfde988622cd7d044e12850db737f8b4,0,0,0,0,0,0,5.0,
5ac3d657c1c225c31e93884bc95c0ffa,0,0,0,0,0,0,5.0,
ee854972d22211b6fe90e5adbf0cfba3,0,0,0,0,0,0,5.0,
7ff70a58e10d7f39e62e587347d2a22d,0,0,0,0,1,1,3.3,
76016eda9f3a2dff695bdd9048507c94,0,0,0,0,0,0,4.9,
47b8e6631df8b5a77e4f87af96725a4c,0,0,0,0,0,0,4.9,
0ebee680ac9fa56fe77e9341c28d6bd7,0,0,0,4,4,5,4.7,
2b28c134a10cdae2d8e74bfc05646902,0,0,0,0,0,0,5.0,
99f23b2361fd980d89e52fe4e4194ab5,0,0,0,0,0,0,5.0,
bb63b8feaff9afb759828fa94d47eed8,0,0,0,2,7,8,4.2,
d99a26411ee9b840430744d1b38dd60f,0,0,0,0,0,0,5.0,
4d4190f932d64e20d17ad1b9b7fe36a3,0,0,0,0,0,0,5.0,
273e19683354be8d2081161674f5a469,0,0,0,0,0,0,4.9,
24032bc9594883f0ccc23e609bb0621d,0,0,0,0,0,0,,bad
39ff3039ee69a84da6642de7a9416288,0,0,0,0,0,0,5.0,
09c1758cf5fb008d9ba0b1a630651f89,0,0,0,0,0,0,5.0,
728c563c2ae410ec0dd27644ad1dc576,0,0,0,0,0,0,5.0,
f42821dc9de75476f368386d5dd7d4b4,0,0,0,0,0,0,5.0,
4e67bd3f096ee50e172e4a99b0a3724c,1,3,4,11,24,38,3.8,
8c81b36e5d77e0bb20f023d45b2a5d5d,0,0,0,0,0,0,4.8,
0dc1ebc04ba1d4ea7ac3aa135b7d22e0,0,0,0,0,0,0,5.0,
6dd5f4161eb57feb69e6494721d3a16f,0,0,0,0,0,0,5.0,
ed4d8adfc422726454d3b6786e903182,0,0,0,0,0,0,5.0,
b2254e675e394e3f81ece8fccfbc3245,0,0,0,4,7,7,5.0,
b30600ce4466dd9792efdb848ef4b80d,0,0,2,3,4,17,4.0,
b596f8cc621dc44b97104523febf591d,0,0,0,0,0,0,,bad
d7e8e87d0d2088b11656ec524c607e60,0,0,0,0,0,0,5.0,
e046db103a813b9fa97d61ece152ca56,0,0,0,0,1,1,4.4,
9ecb39728b9254ac498bc0e254ef9424,0,0,0,22,41,66,4.4,
1841f0005acc3a647c11ac4ac2f79b96,0,0,0,2,2,2,4.8,
c642d21e066adbdc9a47e0408682cc95,0,0,0,0,0,0,5.0,
228992ee58eb9009ca97792235c74aed,0,0,0,0,0,0,5.0,
ac33ccb5417b401355ae36a69b7f9393,0,0,0,0,0,0,5.0,
05ec5e3f59ebbba03f85c8d5e9291feb,0,1,2,18,46,64,3.6,
570cbe1abfbb6d78c43d3cb1894a702d,0,0,0,0,0,0,5.0,
34602569bf125d43dc10d2d07f40536a,0,0,0,0,0,0,5.0,
73a149b96dcef7a242603aa47ae42e30,0,0,0,1,2,2,4.9,
bfb136e28ae8ccaad8f80f13ecaa1e2d,0,0,0,0,6,7,4.7,
ebaadb9b494d3b4d57300ad7493f9474,0,0,1,5,6,8,4.0,
509a0db9bb48a10e8f69478e7363db68,0,1,1,1,2,7,3.6,
cdda6d62185c449e53c11e2a626feeab,0,0,0,0,0,4,,
c22ccde165f97c8406b36cd2bab7c6ed,0,0,0,0,0,1,,
745bb5f9f6089d791fd2646a909c3086,2,3,7,26,49,100,4.0,
641c2c51dbde25bc12591da1b65f913d,0,0,4,57,90,202,3.4,
1feca07fa793efd71c73cf537caff7c0,0,0,0,0,0,0,4.9,
9c1e3026dc41ee4028e043bab35f509c,0,0,0,0,0,0,4.7,
5a5774b3465fbd428123dd9eb742eec6,0,0,0,0,0,0,5.0,
94cdec39e4e728459fb82bfa1d39d1b3,0,0,0,0,1,3,5.0,
82bf0ee335289546de2d6ad726740d16,0,0,0,0,0,2,4.8,
158937962ac3a36a09235f7b66172976,0,0,0,0,0,0,3.7,
123ad452f0a8f5805a16263c43177c1b,0,0,0,0,0,10,,
220d06f07dd8e1ed0dfa49c0e948439e,0,0,0,0,0,0,5.0,
b724904746ed083db03dec27ab334c15,0,0,0,0,0,0,5.0,
aa5dc3ef39172e616ce04b08024bb431,0,0,0,0,0,0,4.9,
f767afad30810d4fad0bf38bfca4ab5c,0,2,2,0,0,1,4.2,
34d3abab2c1fa07d229ebeb9efb51ebf,0,2,7,4,10,18,3.5,
6d5636051ed3b6ff890c25ae21009e7d,0,0,0,0,0,0,5.0,
d93bd4563a8baf3ba07e9f37f28fe44e,0,0,0,7,10,24,4.7,
67d0158cae5d7eeb9a28de1ea6e2f17a,0,1,4,43,90,124,4.5,bad
1f5df5a01898c379650a5e9471629f9a,3,4,10,4,7,10,3.6,
c14136bb806c334402f1127aff9b8055,0,0,0,7,8,17,4.3,
9b3bbc2d52ff9d173a485f8e853ec0bf,0,0,0,0,0,0,4.7,
d21fd8aeb40a6d8234d1d7375c963b8b,0,0,0,12,20,20,,
d5ee65c81eeee5950d0a62a9c9fdc0b1,0,0,0,0,0,0,5.0,
3ea2507e141af47783e99ca0ce2c5af1,0,0,0,0,0,0,4.9,
1f2c3c4ed8f5da35b23fa49abb4d1ea2,0,0,0,0,0,9,,
dc791635f769149a19aeffd9b2858eb4,0,0,0,0,0,0,3.7,
04fc2c0df6dc6b0768f02eeedfd1f911,0,0,0,0,0,0,4.8,
027433ce30bc82c93753b89cef3fd1aa,0,0,0,3,3,3,4.7,
e08d6485fa305e54ec62acaf326f55c6,0,0,0,0,0,0,5.0,
adc20ee91fab834d70c263f1e8e10c76,0,0,0,17,27,48,3.7,bad
7f3332aa7a99429eef9b04f80f7e1532,6,9,21,25,61,82,2.8,bad
ab90ad8162b497c119d428c81555147d,0,0,0,13,23,50,4.5,
480d2a1bad5e649b6c8d7a866a148f61,0,0,0,0,8,10,,
934728c2459ae1c6a6407d4f70a5a1cc,0,0,0,0,0,0,3.7,
